Keyword,Currency,Avg. monthly searches,Three month change,YoY change,Competition,Competition (indexed value),Top of page bid (low range),Top of page bid (high range),Ad impression share,Organic impression share,Organic average position,In account?,In plan?,Searches: May 2024,Searches: Jun 2024,Searches: Jul 2024,Searches: Aug 2024,Searches: Sep 2024,Searches: Oct 2024,Searches: Nov 2024,Searches: Dec 2024,Searches: Jan 2025,Searches: Feb 2025,Searches: Mar 2025,Searches: Apr 2025
tv ads production,CAD,880.0,26%,515%,Low,1.0,6.63,36.04,,,,,,480.0,320.0,390.0,390.0,480.0,590.0,480.0,590.0,1000.0,1900.0,1900.0,2400.0
tv commercial film production company,CAD,10.0,0%,0%,Unknown,,,,,,,,,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tv commercial production services,CAD,30.0,25%,150%,Low,0.0,,,,,,,,20.0,30.0,30.0,20.0,20.0,20.0,30.0,30.0,30.0,40.0,70.0,50.0
tv commercial production studio,CAD,30.0,150%,150%,Low,1.0,,,,,,,,20.0,10.0,30.0,10.0,20.0,20.0,20.0,20.0,50.0,20.0,40.0,50.0
tv commercial video,CAD,20.0,33%,100%,Low,13.0,7.42,26.8,,,,,,20.0,20.0,20.0,20.0,10.0,20.0,20.0,20.0,20.0,30.0,40.0,40.0
tv film & video production services,CAD,50.0,-33%,1300%,Low,0.0,,,,,,,,10.0,10.0,10.0,10.0,10.0,10.0,10.0,20.0,140.0,210.0,140.0,140.0
tv film and video production company,CAD,10.0,-50%,0%,Low,0.0,,,,,,,,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,20.0,10.0,10.0
tv video production companies,CAD,20.0,67%,400%,Low,0.0,,,,,,,,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,30.0,30.0,50.0,50.0
ultra video company,CAD,10.0,∞,0%,Low,0.0,,,,,,,,0.0,0.0,10.0,10.0,10.0,0.0,0.0,0.0,10.0,0.0,10.0,10.0
unique brand video,CAD,10.0,0%,0%,Unknown,,,,,,,,,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
untold studios vfx,CAD,30.0,75%,600%,Low,10.0,2.08,5.04,,,,,,20.0,10.0,30.0,20.0,10.0,10.0,20.0,10.0,30.0,40.0,50.0,70.0
untold vfx,CAD,140.0,0%,136%,Low,2.0,2.3,9.34,,,,,,140.0,110.0,90.0,70.0,110.0,110.0,110.0,70.0,140.0,260.0,320.0,260.0
v21 video production,CAD,10.0,0%,0%,Low,0.0,,,,,,,,10.0,10.0,10.0,10.0,0.0,10.0,10.0,10.0,10.0,10.0,0.0,10.0
vfx and animation studio,CAD,20.0,0%,0%,Low,22.0,4.89,13.53,,,,,,20.0,50.0,10.0,10.0,10.0,30.0,10.0,10.0,10.0,10.0,30.0,10.0
vfx animation company,CAD,10.0,0%,0%,Low,0.0,,,,,,,,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
vfx companies in world,CAD,10.0,∞,0%,Low,0.0,,,,,,,,0.0,10.0,10.0,0.0,10.0,10.0,10.0,10.0,10.0,0.0,10.0,10.0
vfx company for marvel,CAD,10.0,0%,0%,Unknown,,,,,,,,,10.0,10.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0
vfx company logo,CAD,10.0,0%,0%,Low,0.0,,,,,,,,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
vfx company website,CAD,10.0,-60%,100%,Low,3.0,,,,,,,,0.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,40.0,50.0,10.0,20.0
vfx creative studios,CAD,10.0,0%,0%,Low,7.0,,,,,,,,10.0,10.0,10.0,10.0,10.0,10.0,10.0,0.0,10.0,10.0,10.0,10.0
vfx ilm,CAD,480.0,23%,23%,Low,0.0,,,,,,,,480.0,390.0,390.0,480.0,480.0,480.0,480.0,480.0,480.0,480.0,590.0,590.0
vfx lens studio,CAD,10.0,0%,-100%,Unknown,,,,,,,,,0.0,0.0,10.0,0.0,10.0,0.0,10.0,10.0,10.0,0.0,10.0,0.0
vfx marvel,CAD,20.0,100%,100%,Low,0.0,,,,,,,,20.0,10.0,20.0,30.0,20.0,10.0,10.0,10.0,10.0,10.0,10.0,20.0
vfx marvel studio,CAD,10.0,∞,∞,Low,0.0,,,,,,,,10.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,10.0,10.0
vfx outsourcing companies,CAD,30.0,40%,250%,Low,5.0,,,,,,,,10.0,10.0,10.0,10.0,10.0,20.0,30.0,30.0,20.0,50.0,90.0,70.0
vfx paint studio,CAD,10.0,0%,-100%,Unknown,,,,,,,,,10.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0
vfx production house,CAD,20.0,0%,100%,Low,15.0,3.13,7.32,,,,,,30.0,20.0,20.0,10.0,10.0,10.0,20.0,30.0,20.0,20.0,30.0,20.0
vfx rig removal services,CAD,10.0,0%,-100%,Unknown,,,,,,,,,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0
vfx studio dneg,CAD,10.0,∞,0%,Low,0.0,,,,,,,,10.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0,10.0
vfx studio europe,CAD,10.0,600%,250%,Low,1.0,,,,,,,,10.0,10.0,10.0,0.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,70.0
vfx studio mpc,CAD,10.0,0%,∞,Low,0.0,,,,,,,,10.0,0.0,10.0,10.0,10.0,0.0,0.0,10.0,10.0,10.0,10.0,10.0
vfx studios worldwide,CAD,10.0,0%,∞,Low,21.0,,,,,,,,10.0,10.0,0.0,10.0,0.0,10.0,0.0,10.0,0.0,10.0,10.0,10.0
vfx the mill,CAD,10.0,-75%,0%,Low,0.0,,,,,,,,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,40.0,20.0,10.0
vfx top companies,CAD,10.0,0%,∞,Low,0.0,,,,,,,,0.0,10.0,10.0,10.0,0.0,10.0,0.0,10.0,0.0,10.0,10.0,10.0
vfxstudio,CAD,1600.0,26%,50%,Low,5.0,1.91,5.59,,,,,,1300.0,1600.0,1600.0,1600.0,1600.0,1300.0,1600.0,1600.0,1900.0,1900.0,2400.0,2400.0
video agency studio,CAD,20.0,50%,200%,Low,0.0,,,,,,,,20.0,20.0,20.0,20.0,20.0,20.0,20.0,30.0,20.0,20.0,30.0,30.0
video amp,CAD,3600.0,0%,-18%,Low,11.0,0.66,27.95,,,,,,3600.0,3600.0,3600.0,2900.0,3600.0,5400.0,3600.0,3600.0,4400.0,3600.0,2900.0,3600.0
video and production,CAD,30.0,25%,150%,Low,10.0,6.44,23.2,,,,,,20.0,10.0,10.0,20.0,20.0,20.0,20.0,20.0,30.0,40.0,50.0,50.0
video commercial company,CAD,90.0,-50%,40%,Low,11.0,12.74,39.1,,,,,,50.0,70.0,40.0,40.0,50.0,50.0,110.0,140.0,210.0,140.0,140.0,70.0
video commercial production companies,CAD,90.0,0%,22%,Low,0.0,,,,,,,,90.0,70.0,70.0,70.0,70.0,50.0,70.0,110.0,90.0,110.0,140.0,110.0
video company video,CAD,10.0,0%,0%,Low,0.0,,,,,,,,10.0,10.0,10.0,0.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
video content for brands,CAD,20.0,0%,-50%,Low,3.0,,,,,,,,20.0,20.0,10.0,10.0,20.0,20.0,20.0,20.0,10.0,10.0,10.0,10.0
video content marketing companies,CAD,170.0,23%,256%,Low,3.0,11.57,26.78,,,,,,70.0,90.0,110.0,110.0,140.0,140.0,110.0,110.0,140.0,260.0,320.0,320.0
video editing production companies,CAD,20.0,0%,300%,Low,9.0,,,,,,,,20.0,10.0,10.0,20.0,10.0,10.0,20.0,30.0,50.0,40.0,30.0,40.0
video explainers agency,CAD,10.0,∞,∞,Low,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0
video firms,CAD,10.0,0%,0%,Low,7.0,,,,,,,,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
video magic productions,CAD,20.0,0%,0%,Low,15.0,1.57,7.03,,,,,,10.0,20.0,20.0,10.0,10.0,20.0,10.0,20.0,20.0,20.0,50.0,20.0
video marketing brand awareness,CAD,10.0,0%,0%,Low,7.0,,,,,,,,0.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
video marketing for your business,CAD,10.0,0%,0%,Low,0.0,,,,,,,,10.0,0.0,10.0,0.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
video marketing producer,CAD,20.0,0%,-50%,Low,8.0,,,,,,,,30.0,30.0,50.0,20.0,20.0,20.0,30.0,30.0,20.0,10.0,30.0,10.0
video marketing production services,CAD,210.0,0%,86%,Low,1.0,6.29,31.95,,,,,,140.0,140.0,110.0,110.0,110.0,140.0,170.0,210.0,260.0,260.0,390.0,260.0
video new brand,CAD,10.0,0%,0%,Unknown,,,,,,,,,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0
video pal,CAD,90.0,0%,22%,Low,3.0,3.42,5.45,,,,,,70.0,70.0,90.0,70.0,70.0,70.0,70.0,90.0,90.0,110.0,110.0,110.0
video post production studio,CAD,10.0,0%,0%,Low,0.0,,,,,,,,20.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
video pre roll advertising,CAD,110.0,0%,-19%,Low,3.0,5.95,55.9,,,,,,170.0,70.0,70.0,70.0,90.0,90.0,70.0,90.0,70.0,170.0,210.0,170.0
video production advertising agency,CAD,170.0,0%,256%,Low,0.0,,,,,,,,70.0,50.0,90.0,90.0,90.0,50.0,170.0,170.0,210.0,320.0,320.0,320.0
video production agency for healthcare,CAD,30.0,150%,400%,Low,0.0,,,,,,,,20.0,10.0,10.0,10.0,20.0,20.0,70.0,70.0,50.0,20.0,50.0,50.0
video production and photography services,CAD,10.0,-100%,-100%,Unknown,,,,,,,,,10.0,10.0,10.0,10.0,10.0,0.0,10.0,50.0,30.0,10.0,10.0,0.0
video production by,CAD,10.0,0%,0%,Low,16.0,,,,,,,,10.0,10.0,10.0,10.0,10.0,20.0,10.0,10.0,10.0,10.0,10.0,10.0
video production clients,CAD,10.0,0%,∞,Medium,40.0,,,,,,,,10.0,10.0,10.0,10.0,0.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
video production co,CAD,10.0,0%,0%,Low,5.0,,,,,,,,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,20.0,10.0
video production company devon,CAD,10.0,0%,0%,Medium,33.0,2.02,9.2,,,,,,10.0,10.0,0.0,0.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
video production company sussex,CAD,110.0,0%,180%,Low,4.0,2.51,33.87,,,,,,50.0,50.0,90.0,50.0,30.0,30.0,320.0,70.0,70.0,140.0,170.0,140.0
video production digital marketing,CAD,50.0,-22%,250%,Low,0.0,,,,,,,,20.0,20.0,30.0,20.0,30.0,30.0,20.0,30.0,90.0,90.0,110.0,70.0
video production full service,CAD,40.0,-55%,400%,Low,0.0,,,,,,,,0.0,10.0,0.0,10.0,10.0,10.0,40.0,50.0,110.0,110.0,70.0,50.0
video production lancaster,CAD,50.0,25%,67%,Low,10.0,2.85,7.94,,,,,,40.0,90.0,70.0,50.0,50.0,50.0,50.0,30.0,50.0,40.0,70.0,50.0
video production nc,CAD,50.0,-22%,0%,Low,12.0,4.21,17.32,,,,,,30.0,40.0,40.0,30.0,40.0,30.0,70.0,20.0,70.0,90.0,110.0,70.0
video production office,CAD,20.0,0%,100%,Low,1.0,,,,,,,,30.0,10.0,30.0,10.0,10.0,10.0,10.0,10.0,10.0,20.0,20.0,20.0
video production producer,CAD,2900.0,24%,89%,Low,5.0,3.28,15.11,,,,,,1900.0,1600.0,1600.0,1600.0,2400.0,2400.0,2400.0,3600.0,3600.0,2900.0,4400.0,3600.0
video production service company,CAD,70.0,0%,267%,Low,3.0,4.57,7.71,,,,,,20.0,20.0,10.0,30.0,30.0,20.0,70.0,70.0,110.0,110.0,140.0,110.0
video production services pricing,CAD,20.0,0%,0%,Low,0.0,,,,,,,,10.0,10.0,10.0,10.0,10.0,10.0,50.0,50.0,40.0,10.0,20.0,10.0
video services company,CAD,30.0,-20%,100%,Low,6.0,,,,,,,,30.0,30.0,20.0,20.0,40.0,20.0,20.0,40.0,70.0,50.0,30.0,40.0
video studio company,CAD,10.0,0%,∞,Low,0.0,,,,,,,,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
video video company,CAD,10.0,∞,0%,Low,0.0,,,,,,,,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,10.0,0.0,10.0,10.0
videoz agency,CAD,10.0,0%,-100%,Unknown,,,,,,,,,10.0,10.0,10.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0
viral brand videos,CAD,10.0,100%,100%,Low,2.0,,,,,,,,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,20.0,20.0
viral video marketing agency,CAD,210.0,50%,255%,Low,10.0,6.13,19.19,,,,,,110.0,110.0,90.0,110.0,210.0,90.0,140.0,110.0,170.0,260.0,590.0,390.0
visual effects houses,CAD,10.0,0%,0%,Low,5.0,,,,,,,,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
visual production service,CAD,10.0,0%,0%,Low,25.0,,,,,,,,10.0,10.0,10.0,10.0,10.0,0.0,10.0,10.0,10.0,10.0,10.0,10.0
visual studio effects,CAD,10.0,-100%,0%,Unknown,,,,,,,,,10.0,10.0,0.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,0.0
vivid video production,CAD,10.0,0%,0%,Low,0.0,,,,,,,,10.0,10.0,10.0,10.0,0.0,0.0,0.0,10.0,10.0,10.0,10.0,10.0
vmix social facebook,CAD,10.0,-100%,-100%,Unknown,,,,,,,,,0.0,0.0,0.0,0.0,0.0,10.0,10.0,10.0,0.0,10.0,10.0,0.0
vox video productions,CAD,10.0,∞,∞,Low,0.0,,,,,,,,10.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,10.0,10.0
walk animation,CAD,3600.0,50%,23%,Low,0.0,,,,,,,,4400.0,3600.0,4400.0,2900.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,4400.0,5400.0
walkthrough animation,CAD,30.0,-43%,33%,Low,4.0,,,,,,,,20.0,30.0,30.0,20.0,20.0,20.0,20.0,10.0,50.0,70.0,70.0,40.0
warner bros vfx,CAD,10.0,0%,0%,Low,0.0,,,,,,,,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
web video companies,CAD,70.0,-22%,133%,Low,3.0,,,,,,,,40.0,20.0,50.0,50.0,40.0,50.0,50.0,70.0,70.0,90.0,110.0,70.0
web video production,CAD,320.0,0%,129%,Low,0.0,3.13,17.3,,,,,,320.0,260.0,210.0,210.0,260.0,260.0,320.0,390.0,390.0,480.0,480.0,480.0
web video production agency,CAD,50.0,0%,67%,Low,8.0,6.5,13.11,,,,,,40.0,50.0,40.0,20.0,30.0,30.0,70.0,70.0,70.0,50.0,70.0,50.0
web video production companies,CAD,50.0,-29%,67%,Low,2.0,,,,,,,,50.0,50.0,40.0,30.0,40.0,40.0,40.0,70.0,40.0,70.0,70.0,50.0
web video production service,CAD,140.0,21%,89%,Low,0.0,,,,,,,,140.0,140.0,110.0,110.0,90.0,90.0,170.0,140.0,110.0,140.0,210.0,170.0
wedding video production services,CAD,20.0,0%,0%,Low,0.0,,,,,,,,10.0,20.0,20.0,10.0,10.0,10.0,40.0,30.0,30.0,10.0,20.0,10.0
west coast video production,CAD,40.0,-25%,-40%,Low,6.0,,,,,,,,70.0,50.0,50.0,50.0,70.0,30.0,30.0,20.0,20.0,40.0,50.0,30.0
west video productions,CAD,10.0,0%,0%,Low,3.0,,,,,,,,10.0,10.0,10.0,0.0,10.0,0.0,10.0,10.0,10.0,10.0,10.0,10.0
weta digital vfx,CAD,260.0,0%,23%,Low,0.0,,,,,,,,320.0,210.0,210.0,260.0,210.0,210.0,210.0,210.0,260.0,320.0,260.0,320.0
white label programmatic video advertising,CAD,10.0,100%,100%,Low,0.0,,,,,,,,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,20.0,10.0,20.0,20.0
white label video advertising,CAD,10.0,∞,100%,Low,0.0,,,,,,,,0.0,10.0,10.0,10.0,10.0,10.0,0.0,0.0,10.0,0.0,10.0,20.0
whiteboard video animation services,CAD,70.0,-29%,150%,Low,3.0,,,,,,,,30.0,20.0,20.0,50.0,30.0,30.0,170.0,140.0,110.0,70.0,90.0,50.0
wildlife logo design,CAD,20.0,-67%,0%,Low,13.0,,,,,,,,20.0,10.0,20.0,10.0,20.0,40.0,20.0,20.0,20.0,30.0,30.0,10.0
windmill lane creative content vfx audio & post production studio,CAD,10.0,0%,-100%,Unknown,,,,,,,,,10.0,10.0,0.0,10.0,10.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0
windmill lane vfx,CAD,40.0,-67%,-75%,Low,0.0,,,,,,,,70.0,40.0,40.0,20.0,20.0,20.0,30.0,20.0,110.0,30.0,30.0,10.0
world best vfx studio,CAD,10.0,0%,∞,Low,0.0,,,,,,,,0.0,0.0,10.0,0.0,0.0,0.0,0.0,10.0,0.0,10.0,10.0,10.0
world biggest vfx company,CAD,10.0,0%,∞,Low,0.0,,,,,,,,10.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,10.0
world no 1 vfx company,CAD,10.0,0%,0%,Unknown,,,,,,,,,10.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
world top 10 vfx studios,CAD,10.0,-100%,0%,Unknown,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,10.0,10.0,0.0
world top vfx company,CAD,10.0,0%,∞,Low,14.0,,,,,,,,0.0,10.0,10.0,0.0,10.0,10.0,0.0,10.0,0.0,10.0,10.0,10.0
xstudio dneg,CAD,10.0,0%,100%,Low,0.0,,,,,,,,10.0,10.0,10.0,10.0,10.0,20.0,10.0,10.0,10.0,20.0,10.0,20.0
yashraj vfx studio,CAD,10.0,∞,∞,Low,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,10.0,10.0
youtube brand advertising,CAD,10.0,0%,0%,Medium,40.0,6.28,45.33,,,,,,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
youtube brand positioning,CAD,10.0,0%,0%,Low,0.0,,,,,,,,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
youtube creator playbook for brands,CAD,10.0,0%,0%,Low,0.0,,,,,,,,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,0.0,10.0,10.0,10.0
youtube production house,CAD,10.0,0%,0%,Low,0.0,,,,,,,,10.0,10.0,10.0,10.0,10.0,0.0,10.0,0.0,0.0,10.0,10.0,10.0
youtube products,CAD,1900.0,30%,30%,Low,0.0,,,,,,,,1600.0,1900.0,2900.0,1600.0,1600.0,2400.0,2400.0,1900.0,1600.0,1000.0,1300.0,1300.0
youtube video tags finder,CAD,50.0,33%,-43%,Low,1.0,,,,,,,,40.0,40.0,70.0,50.0,50.0,50.0,40.0,70.0,50.0,30.0,50.0,40.0
yugioh pluto tv,CAD,40.0,-29%,-44%,Low,0.0,,,,,,,,30.0,30.0,10.0,30.0,20.0,50.0,30.0,20.0,30.0,70.0,70.0,50.0
yum yum explainer video,CAD,10.0,0%,0%,High,86.0,,,,,,,,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
ziva vfx blender,CAD,10.0,0%,-50%,Low,0.0,,,,,,,,30.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,0.0,10.0
zoic vfx,CAD,70.0,0%,40%,Low,3.0,3.06,9.44,,,,,,50.0,110.0,70.0,70.0,70.0,70.0,50.0,50.0,90.0,70.0,90.0,70.0
zoic visual effects,CAD,70.0,0%,40%,Low,3.0,3.06,9.44,,,,,,50.0,110.0,70.0,70.0,70.0,70.0,50.0,50.0,90.0,70.0,90.0,70.0
short video production,CAD,90.0,0%,-29%,Low,19.0,3.28,11.46,,,,,,70.0,50.0,70.0,50.0,50.0,140.0,320.0,50.0,40.0,50.0,50.0,50.0
vertical video ads,CAD,140.0,0%,0%,Low,20.0,7.7,39.16,,,,,,30.0,30.0,30.0,30.0,70.0,50.0,720.0,480.0,70.0,50.0,70.0,50.0
tiktok video agency,CAD,40.0,25%,150%,Low,13.0,11.27,63.49,,,,,,30.0,30.0,40.0,40.0,50.0,20.0,30.0,40.0,40.0,40.0,70.0,50.0
viral video agency,CAD,40.0,0%,800%,Low,9.0,2.5,10.45,,,,,,10.0,20.0,20.0,20.0,10.0,10.0,20.0,20.0,50.0,90.0,110.0,90.0
mobile video advertising,CAD,170.0,53%,24%,Low,6.0,7.11,23.94,,,,,,210.0,110.0,140.0,140.0,140.0,140.0,110.0,140.0,170.0,170.0,210.0,260.0
video production,CAD,18100.0,0%,23%,Low,8.0,4.04,14.84,,,,,,18100.0,12100.0,14800.0,14800.0,12100.0,14800.0,14800.0,14800.0,22200.0,22200.0,27100.0,22200.0
digital content production,CAD,110.0,27%,0%,Low,5.0,3.61,12.16,,,,,,110.0,110.0,90.0,90.0,90.0,70.0,110.0,90.0,90.0,110.0,140.0,140.0
video production company,CAD,8100.0,22%,174%,Low,7.0,5.34,21.51,,,,,,6600.0,5400.0,5400.0,5400.0,4400.0,5400.0,6600.0,5400.0,9900.0,12100.0,14800.0,14800.0
video production near me,CAD,6600.0,-18%,84%,Low,8.0,4.58,20.43,,,,,,4400.0,4400.0,4400.0,5400.0,8100.0,6600.0,6600.0,6600.0,8100.0,9900.0,12100.0,8100.0
explainer video company,CAD,880.0,30%,120%,Low,14.0,11.18,43.32,,,,,,880.0,1000.0,720.0,880.0,480.0,590.0,720.0,1000.0,1000.0,1000.0,1600.0,1300.0
corporate video production,CAD,2900.0,-19%,238%,Low,5.0,6.51,32.18,,,,,,1900.0,1600.0,1600.0,1600.0,1600.0,1600.0,2400.0,2400.0,3600.0,5400.0,5400.0,4400.0
video production companies near me,CAD,1900.0,0%,0%,Low,20.0,4.86,21.62,,,,,,1900.0,1600.0,1900.0,1600.0,1600.0,1900.0,1900.0,1300.0,2400.0,1900.0,2400.0,1900.0
video editing company,CAD,1000.0,0%,48%,Low,27.0,4.13,20.59,,,,,,1000.0,1000.0,1600.0,1300.0,880.0,720.0,720.0,720.0,1300.0,1300.0,1300.0,1300.0
corporate video,CAD,2900.0,0%,83%,Low,10.0,4.35,20.17,,,,,,2400.0,2400.0,1900.0,1900.0,1900.0,1900.0,1900.0,2400.0,2900.0,4400.0,5400.0,4400.0
video editing agency,CAD,1000.0,260%,510%,Low,8.0,3.29,13.59,,,,,,720.0,720.0,590.0,720.0,720.0,1000.0,720.0,590.0,1300.0,1000.0,1300.0,3600.0
production companies near me,CAD,3600.0,-19%,-19%,Low,29.0,2.47,10.58,,,,,,3600.0,3600.0,4400.0,3600.0,2900.0,3600.0,4400.0,3600.0,4400.0,3600.0,4400.0,2900.0
video production services,CAD,8100.0,-18%,83%,Low,3.0,5.36,20.96,,,,,,12100.0,5400.0,5400.0,6600.0,6600.0,6600.0,8100.0,8100.0,9900.0,12100.0,9900.0,9900.0
videography services,CAD,2400.0,0%,89%,Low,10.0,4.19,21.7,,,,,,1900.0,1900.0,1600.0,1600.0,1900.0,1900.0,1900.0,1900.0,2900.0,3600.0,4400.0,3600.0
video animation services,CAD,880.0,19%,222%,Low,5.0,11.38,48.31,,,,,,720.0,590.0,590.0,590.0,480.0,590.0,720.0,720.0,1000.0,1600.0,1900.0,1900.0
explainer video agency,CAD,260.0,22%,179%,Low,7.0,11.82,42.37,,,,,,210.0,260.0,170.0,110.0,140.0,210.0,260.0,210.0,260.0,320.0,480.0,390.0
explainer video services,CAD,590.0,14%,156%,Low,6.0,10.77,41.18,,,,,,590.0,480.0,390.0,390.0,390.0,480.0,720.0,590.0,720.0,880.0,1000.0,1000.0
music video production,CAD,1300.0,0%,-19%,Low,12.0,2.23,7.09,,,,,,1300.0,1300.0,1000.0,1000.0,1000.0,1000.0,1300.0,1300.0,1300.0,1300.0,1600.0,1300.0
music video production near me,CAD,880.0,0%,-28%,Medium,38.0,2.46,7.43,,,,,,1000.0,880.0,880.0,880.0,880.0,880.0,880.0,720.0,1000.0,720.0,880.0,720.0
commercial production companies,CAD,720.0,-28%,0%,Low,23.0,5.4,24.26,,,,,,720.0,720.0,590.0,590.0,590.0,880.0,880.0,590.0,1000.0,1000.0,880.0,720.0
video company,CAD,2900.0,21%,81%,Low,10.0,4.99,25.88,,,,,,1300.0,1600.0,1300.0,1300.0,1600.0,5400.0,9900.0,4400.0,2900.0,2400.0,2900.0,2900.0
explainer video production,CAD,720.0,60%,400%,Low,6.0,6.92,34.99,,,,,,590.0,390.0,320.0,480.0,390.0,590.0,720.0,720.0,1000.0,1000.0,1300.0,1600.0
music videographer near me,CAD,480.0,23%,-33%,Medium,43.0,2.03,6.6,,,,,,590.0,480.0,480.0,480.0,480.0,390.0,390.0,390.0,390.0,390.0,480.0,480.0
media production company,CAD,880.0,85%,307%,Low,7.0,3.07,12.07,,,,,,720.0,720.0,590.0,590.0,590.0,590.0,590.0,590.0,880.0,1300.0,1900.0,2400.0
corporate videographer,CAD,2900.0,0%,83%,Low,10.0,4.35,20.17,,,,,,2400.0,2400.0,1900.0,1900.0,1900.0,1900.0,1900.0,2400.0,2900.0,4400.0,5400.0,4400.0
commercial videographer,CAD,1300.0,19%,90%,Low,13.0,4.39,22.14,,,,,,880.0,1000.0,1000.0,880.0,1000.0,1300.0,1900.0,1000.0,1300.0,1600.0,2400.0,1900.0
video production agency,CAD,1300.0,0%,173%,Low,6.0,4.67,20.96,,,,,,880.0,880.0,590.0,720.0,880.0,1000.0,880.0,1300.0,1600.0,2400.0,2900.0,2400.0
video production house,CAD,260.0,50%,129%,Low,6.0,6.51,31.78,,,,,,210.0,170.0,260.0,210.0,480.0,210.0,320.0,260.0,210.0,260.0,320.0,390.0
video animation company,CAD,320.0,0%,247%,Low,10.0,12.45,47.46,,,,,,140.0,140.0,170.0,170.0,170.0,210.0,320.0,170.0,260.0,590.0,720.0,590.0
video production studio,CAD,1300.0,19%,46%,Low,7.0,4.36,17.75,,,,,,1000.0,1000.0,1300.0,1000.0,1300.0,880.0,1300.0,1000.0,1300.0,1600.0,1900.0,1900.0
animated video production,CAD,1000.0,0%,222%,Low,4.0,14.7,51.78,,,,,,590.0,590.0,590.0,590.0,590.0,720.0,1000.0,1000.0,1300.0,1900.0,2900.0,1900.0
creative video agency,CAD,590.0,0%,213%,Low,5.0,3.76,23.76,,,,,,320.0,320.0,260.0,320.0,390.0,390.0,390.0,320.0,590.0,1000.0,1300.0,1000.0
videography company,CAD,2900.0,21%,81%,Low,10.0,4.99,25.88,,,,,,1300.0,1600.0,1300.0,1300.0,1600.0,5400.0,9900.0,4400.0,2900.0,2400.0,2900.0,2900.0
lemonlight media,CAD,140.0,56%,-18%,Low,11.0,13.98,13.98,,,,,,210.0,170.0,170.0,140.0,140.0,140.0,140.0,90.0,110.0,90.0,110.0,140.0
